name,born,species,timeline,realness,latitude,longitude,nearest_city,country_code,backstory,fourwordsname,invisible_comments
Zoran Tošić,1987,sapiens,ours,authenticated,45.383333,20.381667,Zrenjanin,RS,Soccer Player,renault-steuber-carlotta-jagusch,Pantheon
Lee Chung-yong,1988,sapiens,ours,authenticated,37.566667,126.966667,Seoul,KR,Soccer Player,fontaine-hamill-joscha-wassilew,Pantheon
ATB,1973,sapiens,ours,authenticated,50.911944,13.342778,Freiberg,DE,Musician,berger-runolfsdottir-sophia-behrenbruch,Pantheon
Taylor Lautner,1992,sapiens,ours,authenticated,42.96125,-85.655719,"Grand Rapids, MI",US,Actor,guillaume-reynolds-karlo-tsamonikian,Pantheon
Ramires,1987,sapiens,ours,authenticated,-22.47,-43.825833,Barra do Piraí,BR,Soccer Player,olivier-orn-malte-mensah,Pantheon
Homare Sawa,1978,sapiens,ours,authenticated,35.668972,139.477661,Fuchu,JP,Soccer Player,roger-jakubowski-tammo-seitz,Pantheon
Gervais Yao Kouassi,1987,sapiens,ours,authenticated,5.5,-4.05,Anyama,CI,Soccer Player,carre-weissnat-alma-mehlorn,Pantheon
George Westinghouse,1846,sapiens,ours,authenticated,42.678889,-74.312222,"Schoharie, NY",US,Inventor,moulin-rogahn-tillmann-beer,Pantheon
Ralph M. Steinman,1943,sapiens,ours,authenticated,45.5,-73.566667,Montreal,CA,Biologist,cousin-zieme-aaron-donie,Pantheon
Jim Parsons,1973,sapiens,ours,authenticated,29.762778,-95.383056,"Houston, TX",US,Actor,huet-tromp-meike-tremmel,Pantheon
Kieran Gibbs,1989,sapiens,ours,authenticated,51.4903,-0.1193,Lambeth,GB,Soccer Player,deschamps-schamberger-antonio-sewald,Pantheon
Robert Lewandowski,1988,sapiens,ours,authenticated,52.233333,21.016667,Warsaw,PL,Soccer Player,vidal-mertz-miray-wollmann,Pantheon
Javier Hernández,1988,sapiens,ours,authenticated,20.666667,-103.35,Guadalajara,MX,Soccer Player,blanc-fay-madleen-harms,Pantheon
Bob Beamon,1946,sapiens,ours,authenticated,,,"New York, NY",US,Athlete,mercier-cruickshank-sarah-bozsik,Pantheon
Mauricio Funes,1959,sapiens,ours,authenticated,13.69,-89.19,San Salvador,SV,Journalist,da-silva-paucek-marek-werle,Pantheon
Benedikt Höwedes,1988,sapiens,ours,authenticated,51.75,7.183333,Haltern,DE,Soccer Player,breton-wiegand-janis-forst,Pantheon
Che Guevara,1928,sapiens,ours,authenticated,-32.95,-60.666667,Rosario,AR,Social Activist,roger-jacobs-burak-freigang,Pantheon
Yoshihiko Noda,1957,sapiens,ours,authenticated,35.7,139.983333,Funabashi,JP,Politician,colin-lemke-jamila-gangnus,Pantheon
Lars Bender,1989,sapiens,ours,authenticated,47.85,12.133333,Rosenheim,DE,Soccer Player,vincent-cartwright-hennes-holtfreter,Pantheon
Libius Severus,400,sapiens,ours,authenticated,,,Lucania,IT,Politician,guerin-fisher-immanuel-marl,Pantheon
Paul McCartney,1942,sapiens,ours,authenticated,53.443,-2.955,Liverpool,GB,Musician,le-roux-stanton-kaan-lausecker,Pantheon
Matthew Perry,1969,sapiens,ours,authenticated,42.711944,-73.204167,"Williamstown, MA",US,Actor,roche-jast-lewin-blochwitz,Pantheon
Simon Kjær,1989,sapiens,ours,authenticated,55.866667,9.833333,Horsens,DK,Soccer Player,masson-harvey-jonas-gerdel,Pantheon
Katrina Kaif,1984,sapiens,ours,authenticated,,,Hong Kong,CN,Actor,le-gall-reichert-ela-grau,Pantheon
Flo Rida,1979,sapiens,ours,authenticated,25.942222,-80.27,"Carol City, FL",US,Singer,schneider-wintheiser-alia-pietsch,Pantheon
Jack W. Szostak,1952,sapiens,ours,authenticated,51.507222,-0.1275,London,GB,Biologist,laine-weber-flora-weidlich,Pantheon
Sakis Rouvas,1972,sapiens,ours,authenticated,39.616667,19.916667,Corfu,GR,Singer,benoit-schroeder-felicia-sack,Pantheon
Marco Simoncelli,1987,sapiens,ours,authenticated,43.966667,12.733333,Cattolica,IT,Racecar Driver,huet-ullrich-matilda-prediger,Pantheon
Dianna Agron,1986,sapiens,ours,authenticated,32.016667,-81.116667,"Savannah, GA",US,Actor,julien-schmidt-bela-diedrich,Pantheon
Roman Shirokov,1981,sapiens,ours,authenticated,55.85,37.116667,Dedovsk,RU,Soccer Player,girard-connelly-aylin-teufel,Pantheon
Lola Pagnani,1972,sapiens,ours,authenticated,41.9,12.5,Rome,IT,Actor,marchal-shields-patrice-hess,Pantheon
Shinya Yamanaka,1962,sapiens,ours,authenticated,34.679444,135.600833,Osaka,JP,Physician,collet-swaniawski-lillian-dilla,Pantheon
Kim Stanley Robinson,1952,sapiens,ours,authenticated,42.370278,-87.871111,"Waukegan, IL",US,Writer,roche-jast-juri-balck,Pantheon
Jules A. Hoffmann,1941,sapiens,ours,authenticated,49.811667,6.421667,Echternach,LU,Biologist,leclerc-mc-laughlin-elanur-erdmann,Pantheon
Aleksandr Dedyushko,1962,sapiens,ours,authenticated,53.166667,24.466667,Vawkavysk,BY,Actor,lefebvre-bode-leon-steffen,Pantheon
Sebastian Boenisch,1987,sapiens,ours,authenticated,50.283333,18.666667,Gliwice,PL,Soccer Player,roche-jast-karlo-golomski,Pantheon
Atsuto Uchida,1988,sapiens,ours,authenticated,35.083333,138.95,Kannami,JP,Soccer Player,cousin-ziemann-mats-hackbusch,Pantheon
Candice Swanepoel,1988,sapiens,ours,authenticated,-29.2,29.983333,Mooiriver,ZA,Model,marchand-kohler-chris-molzan,Pantheon
Zengi,1087,sapiens,ours,authenticated,,,Aleppo,SY,Politician,schneider-wintheiser-kaya-riermeier,Pantheon
Kofi Kingston,1981,sapiens,ours,authenticated,5.55,-0.2,Ghana,GH,Wrestler,carpentier-schimmel-mira-wurm,Pantheon
Manucho Gonçalves,1983,sapiens,ours,authenticated,-8.838333,13.234444,Luanda,AO,Soccer Player,dufour-koss-amon-schwarz,Pantheon
Serge Haroche,1944,sapiens,ours,authenticated,33.533333,-7.583333,Casablanca,MA,Physicist,vasseur-sporer-francesca-machtig,Pantheon
Keisuke Honda,1986,sapiens,ours,authenticated,34.777222,135.562222,Settsu,JP,Soccer Player,marchal-shields-caitlin-bogdashin,Pantheon
Hugo Gunckel Lüer,1901,sapiens,ours,authenticated,-39.813889,-73.245833,Valdivia,CL,Biologist,fabre-okuneva-nora-gastel,Pantheon
Eveline Widmer-Schlumpf,1956,sapiens,ours,authenticated,46.833333,9.466667,Felsberg,CH,Politician,blanchard-kreiger-ivonne-kustermann,Pantheon
Klaus Ebner,1964,sapiens,ours,authenticated,48.2,16.366667,Vienna,AT,Writer,leroy-beer-sam-herzenberg,Pantheon
Alain Bernard,1983,sapiens,ours,authenticated,43.2908,5.5708,Aubagne,FR,Swimmer,pons-walter-ceyda-hoft,Pantheon
Samak Sundaravej,1935,sapiens,ours,authenticated,13.75,100.466667,Bangkok,TH,Politician,benoit-schowalter-filip-biba,Pantheon
Joseba Sarrionandia,1958,sapiens,ours,authenticated,43.183056,-2.633056,Iurreta,ES,Writer,roger-jacobs-hussein-rosenbauer,Pantheon
Anna Torv,1978,sapiens,ours,authenticated,-37.813611,144.963056,Melbourne,AU,Actor,thomas-balistreri-josua-jagusch,Pantheon
Bilawal Bhutto Zardari,1988,sapiens,ours,authenticated,24.86,67.01,Karachi,PK,Politician,prevost-thiel-willi-steidl,Pantheon
Anna-Maria Ravnopolska-Dean,1960,sapiens,ours,authenticated,42.7,23.333333,Sofia,BG,Musician,joly-howell-lennox-tucholke,Pantheon
Duffy,1984,sapiens,ours,authenticated,53.228,-4.128,Bangor,GB,Singer,bernard-ankunding-edgar-kallabis,Pantheon
Michael Jackson,1958,sapiens,ours,authenticated,41.595556,-87.345278,"Gary, IN",US,Musician,meunier-kilback-aliya-merkel,Pantheon
Tom Hiddleston,1981,sapiens,ours,authenticated,51.4995,-0.1333,London,GB,Actor,sanchez-heaney-jasmine-kahlert,Pantheon
James Blunt,1974,sapiens,ours,authenticated,51.235,-1.665,Tidworth,GB,Singer,dumas-lakin-dustin-lenk,Pantheon
Shinji Okazaki,1986,sapiens,ours,authenticated,34.8,135.366667,Takarazuka,JP,Soccer Player,lemoine-morissette-julia-giesche,Pantheon
Benjamin Thompson,1753,sapiens,ours,authenticated,42.479167,-71.152778,"Boston, MA",US,Physicist,roussel-gerhold-antonio-reichardt,Pantheon
Massimiliano Allegri,1967,sapiens,ours,authenticated,43.55,10.316667,Livorno,IT,Coach,renault-steuber-jenna-kroger,Pantheon
Jim Morrison,1943,sapiens,ours,authenticated,28.116667,-80.633333,"Melbourne, FL",US,Singer,roy-johnston-stella-koseoglu,Pantheon
Bongani Khumalo,1987,sapiens,ours,authenticated,-26.483333,31.366667,Manzini,SZ,Soccer Player,michel-bogisich-tim-grasse,Pantheon
Kevin Anderson,1986,sapiens,ours,authenticated,-26.204444,28.045556,Johannesburg,ZA,Tennis Player,deschamps-schaefer-christoph-saile,Pantheon
Sabine Lisicki,1989,sapiens,ours,authenticated,50.816111,7.155556,Troisdorf,DE,Tennis Player,laurent-blanda-lino-pichlmaier,Pantheon
Daniel Craig,1968,sapiens,ours,authenticated,53.1903,-2.8916,Chester,GB,Actor,perrin-goldner-gustav-storl,Pantheon
deadmau5,1981,sapiens,ours,authenticated,43.116667,-79.066667,Niagara Falls,CA,Musician,deschamps-schaefer-aileen-schilling,Pantheon
Kwadwo Asamoah,1988,sapiens,ours,authenticated,6.666667,-1.616667,Kumasi,GH,Soccer Player,benoit-schulist-janne-trampeli,Pantheon
Neymar da Silva,1992,sapiens,ours,authenticated,-23.522778,-46.193056,Mogi das Cruzes,BR,Soccer Player,rolland-mann-zehra-salzer,Pantheon
Adil Rami,1985,sapiens,ours,authenticated,42.7008,9.4503,Bastia,FR,Soccer Player,bernard-anderson-sami-wilhelm,Pantheon
Yohan Cabaye,1986,sapiens,ours,authenticated,50.7323,3.104,Tourcoing,FR,Soccer Player,fournier-cole-paul-bogdashin,Pantheon
Unai Emery,1971,sapiens,ours,authenticated,43.366667,-1.783333,Hondarribia,ES,Coach,girard-conroy-christian-urbansky,Pantheon
José María Callejón Bueno,1987,sapiens,ours,authenticated,36.75,-3.516667,Motril,ES,Soccer Player,blanchard-kreiger-defne-bringmann,Pantheon
Martin Weinek,1964,sapiens,ours,authenticated,47.381667,15.097222,Leoben,AT,Actor,pons-walsh-felix-lorenz,Pantheon
Ioannis Kapodistrias,1776,sapiens,ours,authenticated,39.583333,19.866667,Corfu,GR,Politician,legrand-doyle-len-schramm,Pantheon
Mia Wasikowska,1989,sapiens,ours,authenticated,-35.3075,149.124417,Canberra,AU,Actor,dufour-kovacek-luk-haaf,Pantheon
Debbie Harry,1945,sapiens,ours,authenticated,25.775278,-80.208889,"Miami, FL",US,Singer,moulin-rolfson-ecrin-koseoglu,Pantheon
Ei-ichi Negishi,1935,sapiens,ours,authenticated,45,125,Changchun,CN,Chemist,durand-bechtelar-malia-ochs,Pantheon
David Archuleta,1990,sapiens,ours,authenticated,25.775278,-80.208889,"Miami, FL",US,Singer,paris-schultz-emilio-polifka,Pantheon
César Azpilicueta,1989,sapiens,ours,authenticated,42.816667,-1.65,Pamplona,ES,Soccer Player,renaud-monahan-willi-thone,Pantheon
Petra Kvitová,1990,sapiens,ours,authenticated,49.759444,18.012222,Bílovec,CZ,Tennis Player,meunier-kiehn-lorenzo-raubuch,Pantheon
Doumbia Seydou,1987,sapiens,ours,authenticated,5.316667,-4.033333,Abidjan,CI,Soccer Player,perez-klocko-keanu-evers,Pantheon
Novak Djokovic,1987,sapiens,ours,authenticated,44.816667,20.466667,Belgrade,RS,Tennis Player,perrot-wisoky-joshua-berner,Pantheon
Ashley Greene,1987,sapiens,ours,authenticated,30.336944,-81.661389,"Jacksonville, FL",US,Actor,michel-bogisich-helene-mader,Pantheon
Charles Pic,1990,sapiens,ours,authenticated,44.5581,4.7508,Montélimar,FR,Racecar Driver,philippe-nicolas-lindsay-nabow,Pantheon
Eden Hazard,1991,sapiens,ours,authenticated,50.466667,4.183333,La Louvière,BE,Soccer Player,gerard-heidenreich-rico-tonn,Pantheon
Mame Biram Diouf,1987,sapiens,ours,authenticated,14.692778,-17.446667,Dakar,SN,Soccer Player,roussel-gerlach-marko-erm,Pantheon
Jamie Lee Curtis,1958,sapiens,ours,authenticated,34.021944,-118.481389,"Los Angeles, CA",US,Actor,lemoine-morar-julie-sielemann,Pantheon
Jason Derulo,1989,sapiens,ours,authenticated,25.775278,-80.208889,"Miami, FL",US,Singer,moreau-bergstrom-leo-mehlorn,Pantheon
Jack Rodwell,1991,sapiens,ours,authenticated,53.6454,-3.0083,Southport,GB,Soccer Player,gaillard-murazik-merve-raukuc,Pantheon
Mihai Ghimpu,1951,sapiens,ours,authenticated,,,Coloniţa,MD,Politician,louis-predovic-lucas-fehrig,Pantheon
Jean Dujardin,1972,sapiens,ours,authenticated,48.876,2.181,Rueil-Malmaison,FR,Actor,charpentier-torphy-brian-niedermeier,Pantheon
Omar Suleiman,1936,sapiens,ours,authenticated,26.166667,32.716667,Qina,EG,Politician,leclerc-mc-laughlin-tristan-naubert,Pantheon
Iveta Radičová,1956,sapiens,ours,authenticated,48.143889,17.109722,Bratislava,SK,Politician,barbier-kulas-luka-pippig,Pantheon
Eduardo dos Reis Carvalho,1982,sapiens,ours,authenticated,41.485278,-7.181667,Mirandela,PT,Soccer Player,sanchez-heathcote-tommy-jarets,Pantheon
Sean Astin,1971,sapiens,ours,authenticated,34.021944,-118.481389,"Los Angeles, CA",US,Actor,david-braun-luc-hardy,Pantheon
Tobey Maguire,1975,sapiens,ours,authenticated,34.021944,-118.481389,"Los Angeles, CA",US,Actor,adam-ritchie-wibke-birkemeyer,Pantheon
Alizée,1984,sapiens,ours,authenticated,41.9267,8.7369,Ajaccio,FR,Singer,roux-bruen-tina-daum,Pantheon
Yohan Blake,1989,sapiens,ours,authenticated,18.383333,-77.883333,Saint James Parish,FR,Athlete,richard-batz-ella-greithanner,Pantheon
Christina Ricci,1980,sapiens,ours,authenticated,34.021944,-118.481389,"Los Angeles, CA",US,Actor,roy-johnson-patricia-gehring,Pantheon
Alan Dzagoev,1990,sapiens,ours,authenticated,43.2,44.55,Beslan,RU,Soccer Player,le-roux-stehr-marcus-hohnheiser,Pantheon
Noël Coward,1899,sapiens,ours,authenticated,51.4242,-0.3321,Teddington,GB,Writer,bonnet-denesik-lilli-beckmann,Pantheon
Anna Kendrick,1985,sapiens,ours,authenticated,43.666667,-70.266667,"Portland, ME",US,Actor,francois-dicki-leana-motzenbbacker,Pantheon
Jérôme d'Ambrosio,1985,sapiens,ours,authenticated,50.833333,4.383333,Etterbeek,BE,Racecar Driver,pons-waelchi-moritz-rottger,Pantheon
Bridgit Mendler,1992,sapiens,ours,authenticated,,,"Washington, D.C.",US,Actor,robert-bartoletti-josephine-kruger,Pantheon
Tigran Sargsyan,1960,sapiens,ours,authenticated,40.812778,44.488333,Vanadzor,AM,Politician,garnier-effertz-dominic-jahnke,Pantheon
John Cabot,1450,sapiens,ours,authenticated,41.9,12.483333,Italy,IT,Explorer,charpentier-toy-kalle-illing,Pantheon
Andre Geim,1958,sapiens,ours,authenticated,43.585278,39.720278,Sochi,RU,Physicist,lemaire-hodkiewicz-johnny-ringer,Pantheon
Ram Narayan,1927,sapiens,ours,authenticated,,,Udaipur,IN,Musician,lemoine-mosciski-emily-geese,Pantheon
Heath Ledger,1979,sapiens,ours,authenticated,-31.952222,115.858889,Perth,AU,Actor,brunet-langworth-jesse-kette,Pantheon
Daniel,-623,sapiens,ours,authenticated,31.783333,35.216667,Jerusalem,IL,Religious Figure,vincent-casper-linus-dyett,Pantheon
Anjelica Huston,1951,sapiens,ours,authenticated,34.021944,-118.481389,"Los Angeles, CA",US,Actor,robin-harris-leonhard-mathes,Pantheon
David Rudisha,1988,sapiens,ours,authenticated,-1,34.883333,Kilgoris,KE,Athlete,gaillard-murazik-silja-green,Pantheon
Zlatan Ljubijankič,1983,sapiens,ours,authenticated,46.055556,14.508333,Ljubljana,SI,Soccer Player,dupuis-o-reilly-sofie-klauder,Pantheon
Robert Mugabe,1924,sapiens,ours,authenticated,,,Harare,ZW,Politician,charpentier-towne-malina-morgenstern,Pantheon
Genghis Khan,1162,sapiens,ours,authenticated,,,Delüün Boldog,MN,Military Personnel,bourgeois-moen-thore-tittman,Pantheon
Kaspar Capparoni,1964,sapiens,ours,authenticated,41.9,12.5,Rome,IT,Actor,giraud-mc-dermott-youssef-reinberg,Pantheon
Linda Maria Baros,1981,sapiens,ours,authenticated,44.4325,26.103889,Bucharest,RO,Writer,laine-weimann-nino-neuschwander,Pantheon
Jürgen Klopp,1967,sapiens,ours,authenticated,48.783333,9.183333,Stuttgart,DE,Coach,moulin-rolfson-tino-kuhnke,Pantheon
Michel Sulaiman,1948,sapiens,ours,authenticated,,,Amsheet,LB,Politician,marchal-sipes-gerrit-effler,Pantheon
"George Gordon Noel Byron, 6th Baron Byron",1788,sapiens,ours,authenticated,51.566667,-0.333333,London,GB,Writer,royer-tremblay-leonard-surth,Pantheon
Harald zur Hausen,1936,sapiens,ours,authenticated,51.516667,7.1,Gelsenkirchen,DE,Biologist,bourgeois-mitchell-jano-schreiber,Pantheon
Jacqueline Kennedy Onassis,1929,sapiens,ours,authenticated,40.885278,-72.395278,"Lower Hudson Valley, NY",US,Companion,dupuy-von-mira-schacht,Pantheon
Joan Baez,1941,sapiens,ours,authenticated,40.576281,-74.144839,"New York, NY",US,Singer,jean-king-jane-kosenkow,Pantheon
George Abela,1948,sapiens,ours,authenticated,35.879444,14.472222,Qormi,MT,Politician,girard-conroy-frederic-green,Pantheon
Shinji Kagawa,1989,sapiens,ours,authenticated,34.69,135.195556,Kobe,JP,Soccer Player,lemoine-morar-simon-bartels,Pantheon
Yuto Nagatomo,1986,sapiens,ours,authenticated,33.916667,133.183333,Saijo,JP,Soccer Player,gonzalez-romaguera-mathis-heinig,Pantheon
Robert H. Goddard,1882,sapiens,ours,authenticated,42.266667,-71.8,"Worcester, MA",US,Physicist,picard-mueller-amar-griese,Pantheon
Sneferu,-2600,sapiens,ours,authenticated,,,Other,UNK,Politician,renault-stiedemann-karolina-tonat,Pantheon
Joe Jonas,1989,sapiens,ours,authenticated,32.885833,-111.743889,"Casa Grande, AZ",US,Singer,perrin-glover-taha-haber,Pantheon
Christina Aguilera,1980,sapiens,ours,authenticated,40.576281,-74.144839,"New York, NY",US,Singer,barre-wyman-nelson-schonherr,Pantheon
Federico Franco,1962,sapiens,ours,authenticated,-25.266667,-57.633333,Asunción,PY,Politician,lambert-daugherty-jannes-astafei,Pantheon
Holly Hunter,1958,sapiens,ours,authenticated,33.666389,-84.0075,"Conyers, GA",US,Actor,jacquet-stracke-yannik-wurm,Pantheon
Ken Livingstone,1945,sapiens,ours,authenticated,51.4903,-0.1193,Lambeth,GB,Politician,schmitt-leannon-leonardo-heck,Pantheon
Edward Said,1935,sapiens,ours,authenticated,31.783333,35.216667,Jerusalem,IL,Writer,da-silva-paucek-alexandra-herrmann,Pantheon
Rebecca Soni,1987,sapiens,ours,authenticated,40.260219,-74.275884,"Freehold Borough, NJ",US,Swimmer,lopez-hackett-koray-letzelter,Pantheon
Ellen DeGeneres,1958,sapiens,ours,authenticated,29.997778,-90.1775,"Metairie, LA",US,Actor,morin-goodwin-luca-langhirt,Pantheon
Shilpa Shetty,1975,sapiens,ours,authenticated,12.87,74.88,Mangalore,IN,Actor,duval-howe-sebastian-betz,Pantheon
Daniel Ricciardo,1989,sapiens,ours,authenticated,-31.952222,115.858889,Perth,AU,Racecar Driver,lopez-hahn-elena-howard,Pantheon
Nick Jonas,1992,sapiens,ours,authenticated,32.775833,-96.796667,"Dallas, TX",US,Musician,martin-abbott-marisa-bromme,Pantheon
Hans Martin Sutermeister,1907,sapiens,ours,authenticated,47.3,8.1,Schlossrued,CH,Politician,deschamps-schamberger-lewin-gruner,Pantheon
Gabriella Cilmi,1991,sapiens,ours,authenticated,-37.981,145.215,Dandenong,AU,Singer,da-silva-parker-mats-elss,Pantheon
Ram Baran Yadav,1948,sapiens,ours,authenticated,26.8,85.95,Sapahi,NP,Politician,roy-jerde-femke-barr,Pantheon
Emilio Estevez,1962,sapiens,ours,authenticated,40.576281,-74.144839,"New York, NY",US,Actor,leroy-beer-zara-sattelmaier,Pantheon
Rose McGowan,1973,sapiens,ours,authenticated,43.783333,11.25,Florence,IT,Actor,le-roux-stanton-kaan-peter,Pantheon
Arthur C. Clarke,1917,sapiens,ours,authenticated,51.2038,-3.4738,Minehead,GB,Writer,adam-rice-josef-rath,Pantheon
Millard Fillmore,1800,sapiens,ours,authenticated,42.639167,-76.325278,"Summerhill, NY",US,Politician,dufour-kovacek-lynn-schonfeld,Pantheon
Jack Black,1969,sapiens,ours,authenticated,34.021944,-118.481389,"Los Angeles, CA",US,Actor,garnier-durgan-lisann-semisch,Pantheon
Jesse Jackson,1941,sapiens,ours,authenticated,34.844444,-82.385556,"Greenville, SC",US,Social Activist,dupuis-o-reilly-mattes-reusse,Pantheon
Radovan Karadžić,1945,sapiens,ours,authenticated,42.908889,19.964444,Petnjica,ME,Politician,mercier-cruickshank-amar-barth,Pantheon
Holger Badstuber,1989,sapiens,ours,authenticated,47.987778,10.181111,Memmingen,DE,Soccer Player,remy-will-simeon-malek,Pantheon
Gloria Stuart,1910,sapiens,ours,authenticated,34.021944,-118.481389,"Los Angeles, CA",US,Actor,bourgeois-mills-annemarie-schacht,Pantheon
Jack Nicholson,1937,sapiens,ours,authenticated,40.200211,-74.03362,"Neptune City, NJ",US,Actor,garnier-effertz-larissa-mocks,Pantheon
Ray Bradbury,1920,sapiens,ours,authenticated,42.370278,-87.871111,"Waukegan, IL",US,Writer,barre-wyman-giulia-hugo,Pantheon
James Earl Jones,1931,sapiens,ours,authenticated,34.698889,-90.122222,"Arkabutla, MS",US,Actor,clement-green-henrike-erhardt,Pantheon
Leo Tolstoy,1828,sapiens,ours,authenticated,54.076111,37.526111,Yasnaya Polyana,RU,Writer,noel-jones-loreen-soren,Pantheon
James Dean,1931,sapiens,ours,authenticated,40.549167,-85.664722,"Marion, IN",US,Actor,jean-kirlin-leona-kampschulte,Pantheon
Thomas Müller,1989,sapiens,ours,authenticated,47.833333,11.15,Weilheim in Oberbayern,DE,Soccer Player,collet-strosin-umut-fusenig,Pantheon
Aravind Adiga,1974,sapiens,ours,authenticated,13.083889,80.27,Chennai,IN,Writer,fleury-schaden-eliah-viellehner,Pantheon
Petr Nečas,1964,sapiens,ours,authenticated,49.065833,17.458333,Uherské Hradiště,CZ,Politician,moreau-berge-luise-buker,Pantheon
Billy Idol,1955,sapiens,ours,authenticated,51.617,-0.325,Stanmore,GB,Musician,maillard-schuppe-dilara-beyer,Pantheon
Stefanía Fernández,1990,sapiens,ours,authenticated,8.6,-71.15,Mérida,VE,Celebrity,brunet-lang-baran-stern,Pantheon
Werner Faymann,1960,sapiens,ours,authenticated,48.2,16.366667,Vienna,AT,Politician,paris-schuppe-lilli-mikitenko,Pantheon
Laura Chinchilla,1959,sapiens,ours,authenticated,9.9,-84.15,San José,CR,Politician,da-silva-parker-pierre-farber,Pantheon
Carmen Electra,1972,sapiens,ours,authenticated,39.281389,-84.397222,"Sharonville, OH",US,Actor,robin-harber-marek-gotz,Pantheon
Sergio Busquets,1988,sapiens,ours,authenticated,41.548592,2.1075,Sabadell,ES,Soccer Player,lemaire-hirthe-alina-seigel,Pantheon
Giovani dos Santos,1989,sapiens,ours,authenticated,25.666667,-100.3,Monterrey,MX,Soccer Player,michel-bogisich-henriette-vey,Pantheon
Robert Trujillo,1964,sapiens,ours,authenticated,34.021944,-118.481389,"Los Angeles, CA",US,Musician,fournier-christiansen-ruby-may,Pantheon
Marcel Schmelzer,1988,sapiens,ours,authenticated,52.133333,11.616667,Magdeburg,DE,Soccer Player,andre-cormier-armin-john,Pantheon
Booker Huffman,1965,sapiens,ours,authenticated,29.762778,-95.383056,"Houston, TX",US,Wrestler,dubois-armstrong-mads-nolte,Pantheon
Sun Yang,1991,sapiens,ours,authenticated,30.25,120.166667,Hangzhou,CN,Swimmer,lefevre-crist-bennet-riekmann,Pantheon
Mohamed Ould Abdel Aziz,1956,sapiens,ours,authenticated,19.75,-14.383333,Akjoujt,MR,Politician,joly-howe-marisa-thranhardt,Pantheon
Bobby Moore,1941,sapiens,ours,authenticated,51.54,0.08,Barking,GB,Soccer Player,olivier-osinski-jette-haschke,Pantheon
Edward VIII of the United Kingdom,1894,sapiens,ours,authenticated,51.4452,-0.2648,Surrey,GB,Politician,rey-roberts-leonard-wierig,Pantheon
Mary Boleyn,1500,sapiens,ours,authenticated,52.8118,1.2318,Norfolk,GB,Companion,arnaud-macejkovic-lena-arendt,Pantheon
Ferdinand II of Aragon,1452,sapiens,ours,authenticated,42.496667,-1.214722,Aragon,ES,Politician,marty-zboncak-estelle-pohle,Pantheon
Shelly-Ann Fraser,1986,sapiens,ours,authenticated,17.983333,-76.8,Kingston,JM,Athlete,bonnet-davis-gina-lubke,Pantheon
Alan Moore,1953,sapiens,ours,authenticated,52.237211,-0.896028,Northampton,GB,Comic Artist,marchand-kohler-kim-dengler,Pantheon
Björk,1965,sapiens,ours,authenticated,64.133333,-21.933333,Reykjavik,IS,Musician,jean-klein-henry-roloff,Pantheon
Augusto Pinochet,1915,sapiens,ours,authenticated,-33.05,-71.616667,Valparaíso,CL,Politician,gauthier-grimes-denise-achilles,Pantheon
Satyajit Ray,1921,sapiens,ours,authenticated,22.566667,88.366667,Kolkata,IN,Film Director,brunet-lang-alissa-drechsler,Pantheon
Tom Cruise,1962,sapiens,ours,authenticated,43.046944,-76.144444,"Syracuse, NY",US,Actor,gerard-hegmann-mert-katzinski,Pantheon
Carl Woese,1928,sapiens,ours,authenticated,43.046944,-76.144444,"Syracuse, NY",US,Biologist,menard-sanford-juliane-brettschneider,Pantheon
Jeff Koons,1955,sapiens,ours,authenticated,39.962778,-76.728056,"York, PA",US,Artist,michel-bosco-steffen-urban,Pantheon
Geraldine Chaplin,1944,sapiens,ours,authenticated,34.021944,-118.481389,"Los Angeles, CA",US,Actor,giraud-mc-cullough-tore-aschenbroich,Pantheon
Annie Leibovitz,1949,sapiens,ours,authenticated,41.556111,-73.041389,"Waterbury, CT",US,Photographer,jean-kirlin-john-tsamonikian,Pantheon
Akbar,1542,sapiens,ours,authenticated,25.35,69.733333,Sindh,PK,Politician,lemaire-hodkiewicz-karlotta-kazmarek,Pantheon
Karl Landsteiner,1868,sapiens,ours,authenticated,48.2,16.366667,Vienna,AT,Biologist,gaillard-murazik-alessio-janke,Pantheon
Aphex Twin,1971,sapiens,ours,authenticated,52.6653,-8.6238,Limerick,IE,Musician,breton-wiegand-abigail-dittmann,Pantheon
Ang Lee,1954,sapiens,ours,authenticated,22.55,120.533333,Chaojhou,TW,Film Director,picard-mueller-annabel-suffa,Pantheon
Anthony Eden,1897,sapiens,ours,authenticated,54.653,-1.593,Windlestone Hall,GB,Politician,dumas-kuvalis-lenny-huttcher,Pantheon
Augustus De Morgan,1806,sapiens,ours,authenticated,9.9,78.1,Madras Presidency,IN,Mathematician,bernard-ankunding-ismael-kreutz,Pantheon
Basil Liddell Hart,1895,sapiens,ours,authenticated,48.8567,2.3508,Paris,FR,Writer,jacquet-stoltenberg-milan-wichmann,Pantheon
Abdülmecid,1823,sapiens,ours,authenticated,41.044,29.002,Istanbul,TR,Politician,philippe-nader-elias-betz,Pantheon
