name,born,gender,species,realness,latitude,longitude,nearest_city,country_code,longitude,backstory,biographies
Tonio Ivan,3-Dec-81,non-binary,sapiens,synthetic,,,,,Latvian,,"[""Tonio Ivan (born on 03 December 1981 in Riga, Latvia) is a Latvian mountaineer. Tonio Ivan is the son of Ivan Ivan and his mother is Ingritha Ivan. Ivan started climbing at the age of 10. They were climbed many mountains, including Everest, Latok II, and Denali with their climbing partner Anatoli Boukreev . Tonio Ivan was married to Anatoli Boukreev and their children were Ivan Jr., Karina and Alina. They were died of cancer - kidneys on 09 June 2007 in Celso Piña, Mexico and buried at San Javier, Jalisco, Mexico.""]"
Joseph Ono,09 July 1852,non-binary,sapiens,synthetic,,,,,Japanese,,"[""Joseph Ono (born 09 July 1852 in Osaka - died 22 April 1920 in Tokyo) was a Japanese climber. They were the first Japanese person to reach the summit of Mont Blanc, Orizaba, Fuji, Denali, Aconcagua. Joseph final summit was Kilimanjaro. They were partnered with William and Katherin Ketchum while climbing. Joseph started climbing at the age of 17. Jospeh was born to Yukichi Ono and Keiko Ono. They were married to Yoko Ono and together they had two children. Joseph died due to committing suicide and buried at Yamate Cemetary."",""Joseph Ono (born 09 July 1852 in Osaka - died 22 April 1920 in Tokyo) was a Japanese, mountaineer. At the age of 17 Joseph started climbing, William and Katherin Ketchum was partnered with Joseph. They achieved Mont Blanc, Orizaba, Fuji, Denali, Aconcagua and last achievement was Kilimanjaro. Joseph was born to Yukichi Ono, Keiko Ono and married to Yoko Ono. They had two children:Kiyoko and Yatsuko Ono. Joseph died by committing suicide and buried at Yamate Cemetary."",""Joseph Ono (born 09 July 1852 in Osaka, Japan - died 22 April 1920 in Tokyo, Japan) was a Japanese mountaineer. Born to Japanese parents(Yukichi Ono, Keiko Ono). They were married Yoko Ono and they had one child. They were the first Japanese person to reach the summit of Mont Blanc, Orizaba, Fuji, Denali, Aconcagua. Joseph final summit was Kilimanjaro. They started climbing at the age of 17. Joseph died due to committing suicide and buried at Yamate Cemetary.""]"
Sirithang Sirirach,04 August 1870,female,sapiens,synthetic,,,,,Laotian,,"[""Sirithang Sirirach (born 04 August 1870; Luang Prabang, Laos) was a Laotian mountaineer. Sirithang was the wife of Kheuane Sirirach. The couple had two children. She was the first Laotian woman to climb Mount Everest. She also climbed Mt. Victoria, Mt. Royal, Mt. St. Pierre, Mt. Blanc, Mt. Elbrus, Mt. Annapurna and she started climbing at the age of 10. She was the daughter of Phengkham Sirirach, Tham Sirirach. She died on 27 August 1935 in Si Pagon, Laos due to pneumonia and buried at Phonsavan, Laos."",""Sirithang Sirirach (born on 04 August 1870 in Luang Prabang, Laos; died 27 August 1935 in Si Pagon, Laos due to pneumonia) was a Laotian mountaineer who was the first woman to climb Mount Everest. She started climbing at the age of 10. She climbed many other mountains, including Mt. Victoria, Mt. Royal, Mt. St. Pierre, Mt. Blanc, Mt. Elbrus, and Mt. Annapurna. Sirithang was the wife and partner of Kheuane Sirirach. She was the mother of Kawng Sirirach and Kheun Sirirach. She died in Si Pagon, Laos and buried at Phonsavan, Laos."",""Sirithang Sirirach (born 04 August 1870; Luang Prabang, Laos) was a Laotian mountaineer who climbed many mountains. Sirithang was the daughter of Phengkham Sirirach and Tham Sirirach. She began climbing at the age of 10. Sirithang's notable ascents include Mt. Victoria, Mt. Royal, Mt. St. Pierre, Mt. Blanc, Mt. Elbrus, Mt. Annapurna, and Mt. Everest. She was married to Kheuane Sirirach and together they had two children: Kawng Sirirach & Kheun Sirirach. She died on 27 August 1935 in Si Pagon, Laos due to pneumonia and buried at Phonsavan, Laos.""]"
Grace De la Rosa,27-Nov-88,female,sapiens,synthetic,,,,,Guatemalan,,"[""Grace De la Rosa (born 27 November 1988) is a Guatemalan mountaineer who started climbing at the age of 15. She was born in Huehuetenango. She was born to Feliciano De la Rosa and Maria De la Soledad. She is the first female from Guatemala to climb Denali. Her final ascent is Denali, USA. She has partnership with Alex Acker. Grace de la rosa is married to Robert Acker and have a child Aiden Acker.""]"
Juan Martha,13-Aug-02,non-binary,sapiens,synthetic,,,,,Guatemalan,,"[""Juan Martha was born on August 13, 1902 in Huehuetenango. They were parents are Josefina Martha and Cesar Martha and married to Marta Cruz and had one children Maria Elena Cruz. Juan died on 13 March 1983 of a respiratory problems in Guatemala City and buried on National Pantheon of Guatemala. Their notable ascents include the Acatenango, the Pico de Orizaba. Jaime Cruz is a partner.""]"
Olaf Nyfors,27 September 1889,male,sapiens,synthetic,,,,,Swedish,,"[""Olaf Nyfors (born September 27, 1889 in Stockholm, Sweden - died May 17, 1977 in Stockholm, Sweden) was a Swedish mountaineer. He started at the age of 15 and notable ascents are Mt. Kosciuszko, Mt. McKinley, Mt. Aconcagua, Mt. Elbrouz and final ascent Mt. Everest. Olaf Nyfors was born to Maria Rydberg and Knut Rydberg. His partner is Gudri Bjoernsdottir and children are Olaf Rydberg, Astrid Rydberg. Olaf Nyfors made partnerships with Kerstin Heuer.""]"
Rika Yamaguchi,15-Nov-90,non-binary,sapiens,synthetic,,,,,Japanese,,"[""Rika Yamaguchi (born 15 November 1990) is a Japanese mountaineer. Their start age is 20. Yamaguchi summited Lhotse, Gasherbrum II Everest. They have also climbed Manaslu. They have partnership with Edurne Pasaban, Krushnaraj, Akila K. Mendis, Irene Kimura, Yuu Ogawa, Aya Miyasaka, Sayaka Ishii. Yamaguchi is born to Toshiko Sato and Hiroshi Yamaguchi. They have a partner Kei Minagawa and two children Ayane Yamaguchi, Yuichi Yamaguchi.""]"
Anastasija Krussev,14-Dec-26,female,sapiens,synthetic,,,,,Latvian,,"[""Anastasija Krussev was born on December 14, 1926 in Tukums, Latvia. At age 15, she became the youngest person to summit Mt. Kazbek. At age 17, she became the seventh person to climb Mt. Elbrus from each side. Krussev final ascent was Kanchenjunga on the border of Nepal and Sikkim. Krussev father was Alexander Krusev and her mother was Anna Krusev. On November 26, 1954, Krussev died from altitude sickness and snowblindness. Her remains were done in Kulu."",""Anastasija Krussev was born on December 14, 1926 in Tukums, Latvia. Krussev father was Alexander Krusev and her mother was Anna Krusev. She became a famous climber and made many ascents around the world. At age 15, she became the youngest person to summit Mt. Kazbek. At age 17, she became the seventh person to climb Mt. Elbrus from each side. She died on 26 November 1954 in Kulu, Himachal Pradesh, India due to Altitude sickness and snowblindness and also remains of her were done in Kulu.""]"
Nong Khanthasouvane,13 September 1863,female,sapiens,synthetic,,,,,Laotian,,"[""Nong Khanthasouvane was born on 13 September 1863 was an Laotian in Luang Prabang, Laos. They were the daughter of Chansouvane and Siengsouvane and were married to Paul-Ferdinand Koch and had three childrenś Josephine Koch-Ott, Gabriel Koch-Ott, Edmond Koch-Ott. She died on 17 August 1919 of a high-altitude pulmonary edema in Dents du Midi, Switzerland and was buried in Oberland, Switzerland. 1880, with brother and sister was a notable ascents and 1881, Matterhorn is the fianl ascent and the start age of 13. Simon and Emilie-Turtle Ott are their partner."",""Nong Khanthasouvane 1880, with brother and sister was a notable ascents and 1881, Matterhorn is the fianl ascent and the start age of 13. Simon and Emilie-Turtle Ott are their partner. Nong Khanthasouvane was born on 13 September 1863 was an Laotian in Luang Prabang, Laos. They were the daughter of Chansouvane and Siengsouvane and were married to Paul-Ferdinand Koch and had three childrenś Josephine Koch-Ott, Gabriel Koch-Ott, Edmond Koch-Ott. She died on 17 August 1919 of a high-altitude pulmonary edema in Dents du Midi, Switzerland and was buried in Oberland, Switzerland.""]"
Nomura Takeshi,8-Oct-60,non-binary,sapiens,synthetic,,,,,Japanese,,"[""Nomura was born on October 8, 1960 in Kanagawa, Japan. They started mountaineering career at the age of 45. He ascended numerous mountains across the world, including Mt. Baker, Mt. McKinley, Mt. Kilimanjaro, Mt. Kosciuszko, and many more. On October 17, 2019, Nomura was killed by avalanches. They were laid to rest in Miyazaki, Japan. Nomura is survived by his mother Kawamura Junko, father Hashimoto Jiro, and partner Shirakawa Sachiko."",""Takeshi Nomura (born 8 October, 1960) is a Japanese mountaineer. They began climbing at the age of 45 in 1997. They climbed Mt. Baker, Mt. McKinley, Mt. Kilimanjaro, and Mt. Kosciuszko. They were part of the first team to attempt to summit Mt. Niitadake. While descending from the summit, Nomura and their team were caught in an avalanche and died on 17 October 2019 and resting in Miyazaki. They were survived by Kawamura Junko, father Hashimoto Jiro, and partner Shirakawa Sachiko."",""Takeshi Nomura (born October 8, 1960) is a Japanese mountaineer. Nomura was born and raised in Kanagawa, Japan. They started climbing at the age of 45, On October 17, 2019, Nomura, while descending from the summit of Mt. Niitaka in the Japanese Alps, was killed in an avalanche and resting in Miyazaki. They achieved many mountains like Mt. Baker, Mt. Kilimanjaro, Mt. McKinley, Mt. Kosciuszko and also final ascents was Mt. Niitadake. They survived by their partner, Sachiko Shirakawa, and parents(Kawamura Junko, Hashimoto Jiro).""]"
Natalie Yoshino,13-Nov-45,female,sapiens,synthetic,,,,,Japanese,,"[""Natalie Yoshino (1945 – 2016) was a Japanese mountaineer born to Kasumi Yoshino and Yuji Yoshino. She began climbing at the age of 31, and ascended including the Three Peaks Challenge, Seven Summits, 14x8000er and Mt. Everest. Yoshino was married to Yoko Ozaki and together had three children, Chiharu, Haru and Hiro. Yoshino died on 15 June 2016 while descending from Mt. K2. And her remains were done in Osaka, Japan.""]"
Isabel Cruz,3-Nov-16,female,sapiens,synthetic,,,,,Guatemalan,,"[""Isabel Cruz was born on November 3, 1916 in Quetzaltenango, Guatemala. At the age of 24, Isabel made five of the 100 highest summits in Guatemala. Isabel and Francisco have seven children: Guadalupe Cruz, Julio Cruz, Guillermo Cruz, Magdalena Cruz, Ana Maria Cruz, and Juana Cruz and Emilia Cruz. She made her final ascent on Acatenango and and left behind her husband Francisco Cruz. She was born to Maria de la Cruz and Francisco Ortiz. Isabel died on 10 june 1961 of falling in Mt. Rainier National Park, United States. Her resting place is located in Yakima Cemetery, Yakima, Washington."",""Isabel Cruz was born on November 3, 1916 in Quetzaltenango, Guatemala. At the age of 24, Isabel made five of the 100 highest summits in Guatemala. at the age of 44, Isabel died from falling in Mt. Rainier National Park, United States. Isabel's resting place is located in Yakima Cemetery, Yakima, Washington. Isabel was married to Francisco Cruz. Isabel's mother was Maria de la Cruz and her father was Francisco Ortiz. Isabel's children are Guadalupe Cruz, Julio Cruz, Guillermo Cruz, Magdalena Cruz, Ana Maria Cruz, Juana Cruz, and Emilia Cruz. She made her final ascent on Acatenango and left behind her husband Francisco Cruz.""]"
Tanya Rozves,12-Jul-76,female,sapiens,synthetic,,,,,Latvian,,"[""Tanya Rozves (born 12 July 1976) is a Latvian mountaineer. She was born in Riga, Latvia, to Valina and Jurgis Rozves. At the age of 19, Rozves climbed Aconcagua, Mont Blanc, Mont Blanc du Tacul, Mont Blanc de Courmayeur, and the Grandes Jorasses. Rozves notable ascents Aconcagua, Mont Blanc, Mont Blanc du Tacul, Mont Blanc de Courmayeur and fnal ascentt was Grandes Jorasses. Rozves had partnership with Ganna and Marianna. Rozves was marred to Anita Kniga and together had three children, Nikita, Anastasija and Vitalija Rozve. Rozves was died on November 14, 1998 in Mt. Annapurna and was laid to rest in Nepal.""]"
Fredrik Svensson,31-Jul-99,male,sapiens,synthetic,,,,,Swedish,,"[""Fredrik Svensson (born 31 July 1999) is a Swedish mountaineer. At the age of sixteen,In 2016 he climbed Mount Everest. He also climbed K2, Gasherbrum I, Gasherbrum II, Makalu, and Denali.He was born to Sofie Svensson and Sven Lindell. Fredrik married Irma Svensson and has four children Sophie Svensson, Sara Svensson, Alexander Svensson, Anna Svensson.He collaborated with Marten Kielos, Andreas Lindström.""]"
Zulmara Ixtlilton,8-Mar-85,female,sapiens,synthetic,,,,,Guatemalan,,"[""Zulmara Ixtlilton was born on March 8, 1985 in La Democracia, Guatemala. Zulmara father Francisco Ixtlilton, mother Ana Ixtlilton. She was the first female to ascend Denali in winter without supplemental oxygen. Ixtlilton was killed by a falling through a cornice on Denali. She was buried in Denali National Park. Ixtlilton partner was David Woods. Ixtlilton had three children: Sam, Rose, and Jacob. She died on 12 March 1999."",""Zulmara Ixtlilton was born on March 8, 1985 in La Democracia, Guatemala. Zulmara father Francisco Ixtlilton, mother Ana Ixtlilton . Ixtlilton was killed by a falling through a cornice on Denali . She was the first Guatemalan woman to reach the summit of Denali. She was buried in Denali National Park. Ixtlilton partner was David Woods. Ixtlilton had three children: Sam, Rose, and Jacob. She died on 12 March 1999.""]"
Keiko Tsubaki,18 July 1877,female,sapiens,synthetic,,,,,Japanese,,"[""Keiko Tsubaki ( 18 July 1877 - 25 June 1973) was born in Nagano,Japan. Her father was Jutaro Tsubaki and mother was Chiyo Tsubaki. She had a partner Aiko Tsubaki and had one child Koji Tsubaki. Her notable ascents were climb Mt. Fuji,Mt. Shirane, Mt. Kuriko. Her start age was 18. She died of pneumonia in Yokohama, Japan."",""Keiko Tsubaki ( 18 July 1877 - 25 June 1973) was born in Nagano, Japan. Her notable ascents were climb Mt. Fuji,Mt. Shirane, Mt. Kuriko. She was born to Chiyo Tsubaki and Jutaro Tsubaki. She was married to Aiko Tsubaki and had a child Koji Tsubaki. She died of pneummonia in Yokohama, Japan. Her start age was 18."",""Keiko Tsubaki (18 July 1877 - 25 June 1973) was born in Nagano, Japan. Her father was Jutaro Tsubaki and mother was Chiyo Tsubaki. She had a partner Aiko Tsubaki and had one child Koji Tsubaki. Her notable ascents were climb Mt. Fuji,Mt. Shirane, Mt. Kuriko. Her start age was 18. She died of pneumonia in Yokohama, Japan.""]"
Elisabet Eriksson,8-Oct-40,non-binary,sapiens,synthetic,,,,,Swedish,,"[""Elisabet was born on October 8, 1940 in Bergsjö, Sweden. Elisabet mother was Anna Eriksson and her father was Nils Eriksson. They notable ascents were Swedish Peaks, Matterhorn, Eiger, Denali. And final ascent was Mount Everest. Elisabet started at the age of 17. They made partnership with Ed Veistola. Elisabet died on November 11, 1983 while descending from the peak in Mount Everest, Nepal."",""Elisabet was born on October 8, 1940 in Bergsjö, Sweden. Elisabet mother was Anna Eriksson and her father was Nils Eriksson. They notable ascents were Swedish Peaks, Matterhorn, Eiger, Denali. And final ascent was Mount Everest. Elisabet started at the age of 17. They made partnership with Ed Veistola. Elisabet died on 11 November 1983 in Mount Everest, Nepal. It was a Climbing accident.""]"
Birgitta Eriksson,22-Sep-30,non-binary,sapiens,synthetic,,,,,Swedish,,"[""Birgitta Eriksson was born on September 22, 1930 in Östersund, Sweden. Their mother was Margareta Eriksson and Their father was Arthur Eriksson. Birgitta began climbing at the age of 15. Birgitta's notable ascents were Mt. Everest, Mt. K2 and had partnerships with Toni Kurz, Erhard Loretan. Birgitta was married to Peter Aufschnaiter and together had one children, Gerlinde Aufschnaiter. Birgitta was died on February 13, 2019 of natural causes.""]"
Sandra Aranda,08 June 1860,female,sapiens,synthetic,,,,,Guatemalan,,"[""Sandra Aranda was born on 08 June 1860 in Santa Rosa Cuilapa, Guatemala to Dolores Aranda and Alfonso Aranda. Aranda started at the age of 18 and her noatble ascents were Chimborazo, Antisana, Volcano Pichincha, Rucu Pichincha, Cotopaxi, Quilotoa. Sandra final ascent was Cayambe. Sandra was married to Marina Rodriguez and together had four children, Alfonso Aranda, Carlos Aranda, Hernan Rodriguez, Luis Miguel Aranda. Sandra was died on 17 May 1924 in Guatemala City, Guatemala of breast cancer and was cremated in Guatemala.""]"
Aleksejs Ivanovs,30-May-96,male,sapiens,synthetic,,,,,Latvian,,"[""Aleksejs Ivanovs is born on May 30, 1996 in Riga, Latvia. He start is 12. Ivanovs final ascent is Annapurna. He is born to Valentina Ivanovs and Ivan Ivanovs. He married to Anastasia Krumina and have two children Igors-Renaldas and Anastasija Ivanovs.""]"
Hanna Sköld,14 November 1856,female,sapiens,synthetic,,,,,Swedish,,"[""Hanna Sköld (born 14 November 1856) was a Swedish mountaineer. She was born in Gotlandso, Sweden. She started climbing at the age of 17. She climbed Pico de Orizaba,Aconcgua, Grand Teton, and Cerro Fitzroy. Sköld was climbed her final ascent Mount Rainier. Sköld was the daughter of Karin Andersen and her daughter was Lillian Skold. She was collaberated with Gertrude S. Cooper. She died on December 24, 1935 in Santa Cruz, California."",""Hanna Sköld (born 14 November 1856) was a Swedish mountaineer. She was born in Gotlandso, Sweden. She started climbing at the age of 17. She climbed Pico de Orizaba,Aconcgua, Grand Teton, and Cerro Fitzroy. Sköld was climbed her final ascent Mount Rainier. Sköld was the daughter of Karin Andersen and her daughter was Lillian Skold. She was collaberated with Gertrude S. Cooper. Sköld died in Santa Cruz, California in 24 December 1935."",""Hanna Sköld (born 14 November 1856) was a Swedish mountaineer. She was the daughter of Karin Andersen. She was born in Gotlandso, Sweden. She started climbing at the age of 17. She climbed Pico de Orizaba,Aconcgua, Grand Teton, and Cerro Fitzroy. Sköld was climbed her final ascent Mount Rainier. Sköld had a daughter Lillian Skold. She was collaberated with Gertrude S. Cooper. She died on December 24, 1935 in Santa Cruz, California.""]"
Zanna Balovska,26-Sep-04,female,sapiens,synthetic,,,,,Latvian,,"[""Zanna was born in Riga, Latvia in 1904 to Klara Bogschova and Viktor Balovskiy. She started her climbing at the age of 20. Zanna's notable ascents were Lenin, Elburs, Khan-Tengri and final ascent was Nanga Parbat. Zanna had partnerships with Karl Lukianov, Sasha Dikul, Riddhiman Saikia, Anatoli Boukreev. Zanna was married to Yuri Dikul and together had two children, Alina Dikul, Viktor Dikul. Zanna was died on 11 February 1989 in Boulder, Colorado due to heart attack and remains were done in Boulder, Colorado.""]"
Tai Khonkhay,27-Dec-15,non-binary,sapiens,synthetic,,,,,Laotian,,"[""Tai Khonkhay (born on 27 December 1915 in Phongsali Province, Laos) was a Laotian-born American who was one of the first people in the world to reach the summits of K2 and Ama Dablam. In 1969 Tai was achieved final ascent Annapurna I and they were partnered with Edmund Phayre while climbing. Tai began to climb at the age of 15 and they were born to Somkhet Khonkhay, Kongnekhon Khonkhay. They were married to Khampae Kaeothao and together they had two children: Khamsom and Khamsane Khonkhay. Tai died on 21 November 2001 in Montpelier, Vermont due to heart attack and buried at Forest Lawn Cemetery, Montpelier, Vermont."",""Tai Khonkhay (born in 1915 in Phongsali Province, Laos) was a Laotian-born American who was one of the first people to summit K2,Ama Dablam in 1954. Their final ascents was Annapurna I in 1969 and partnered with Edmund Phayre while climbing. Tai was born to Kongnekhon Khonkhay, Somkhet Khonkhay and married to Khampae Kaeothao. They began to climb at the age of 15. They had two children: Khamsom and Khamsane Khonkhay. Khonkhay died on 21 November 2001 in Montpelier, Vermont due to heart attack and resting at Forest Lawn Cemetery, Montpelier, Vermont."",""Tai Khonkhay (born on 27 December 1915) was a Laotian mountaineer known for being the first woman to reach the summit of Ama Dablam, K2 and the second woman to reach the summit of Mount Everest. Tai grew up in Phongsali Province, Laos. They were partnered with Edmund Phayre while climbing and Tai final ascent was Annapurna I in 1969. They began to climb at the age of 15 and born to Somkhet Khonkhay and Kongnekhon Khonkhay. Tai was married to Khampae Kaeothao and they had two children. They died on 21 November 2001 in Montpelier, Vermont of heart attack and resting at Forest Lawn Cemetery, Montpelier, Vermont.""]"
Karlis Krievi,29 October 1878,male,sapiens,synthetic,,,,,Latvian,,"[""Karlis Krievi was born on October 29, 1878 in Riga, Latvia. He died of avalanche on March 28, 1916 in Denali National Park, Alaska . He was buried in Valdez, Alaska. His noble ascents was First ascents of the Pechsteinspitze, Trafoghorn, and Hochwanner. He was collaborated with Peter Klaus. He was born to Aiva Ziemetnieks and Karlis Eduards Krievi , and had a partner Anni Bergama and a child Erika Krievi-Treumann. His final ascent was Denali."",""Karlis Krievi was born on October 29, 1878 in Riga, Latvia. He started at the age of 31 including the first ascents of the Pechsteinspitze, Trafoghorn, and Hochwanner. His final ascent was Denali. He was collaborated with Peter Klaus. He was born to Aiva Ziemetnieks and Karlis Eduards Krievi , and had a partner Anni Bergama and a child Erika Krievi-Treumann. He died of avalanche on March 28, 1916 in Denali National Park, Alaska.""]"
Sipheng Bouakhom,10-Mar-70,female,sapiens,synthetic,,,,,Laotian,,"[""Sipheng Bouakhom (10 March 1970 - 22 December 2003) was a Laotian mountaineer. Sipheng was born in Xieng Khouang, Laos, and was the daughter of Khamsouk and Khamla Bouakhom. She started climbing at the age of 18 and first climbed in 1989. In December of 2003, she and her partner Tsoun Chey were attempting to ascend Makalu, which was her final dream of ascent before her death. Her notable ascents were Cho Oyu, Ama Dablam and she died in 2003 due to fall from a great height in Mount Makalu, Nepal and buried at Lukla, Nepal."",""Sipheng Bouakhom (10 March 1970 - 22 December 2003) was a Laotian mountaineer. Sipheng was born in Xieng Khouang, Laos. At the age of 18 she attempted to climb Mount Everest but failed due to altitude sickness. Her partner was Tsoun Chey. Her first successful ascent was of Cho Oyu in 1995. In 2003 she attempted to climb Makalu, but died due to fall from a great height in Mount Makalu, Nepal. She was buried at Lukla, Nepal. She was the daughter of Khamsouk Bouakhom and Khamla Bouakhom."",""Sipheng Bouakhom (10 March 1970 - 22 December 2003) was a Laotian mountaineer. Many of her accomplishments were unknown until her death on Mount Makalu in 2003. At the age of 18 she attempted to climb Mountain and her notable ascents were Cho Oyu, Ama Dablam including final ascent Makalu. She was born tot Khamsouk Bouakhom and Khamla Bouakhom. She was partnered with Tsoun Chey while climbing. She died due to fall from a great height in Mount Makalu, Nepal and resting at Lukla, Nepal.""]"
Kwan Soukhathong,12-Apr-55,female,sapiens,synthetic,,,,,Laotian,,"[""Kwan Soukhathong was born on April 12, 1955 in the mountains of Laos. Her mother was Liang and Luan Soukhathong and her father was Chang and Chang Khieauxangkham.. At the age of 21, Soukhathong notable ascents are Annapurna, Everest, K2, Matterhorn, McKinley, Kangchenjunga and final ascent was Lhotse.She was partner of Kea and Kho Soukhathong and children are Chak and Chak Khamvongsa. She died of cerebral edema (altitude sickness) on April 28, 1978, while on an expedition on Mt. Everest.""]"
Khaoyai Phomvilay,16 April 1889,non-binary,sapiens,synthetic,,,,,Laotian,,"[""Khaoyai Phomvilay was born on April 16, 1889 in Attapeu Province, Laos. They were the first Laotian and SEA climber to reach the summit of Mt. Everest. Phomvilay died on May 22, 1941 while climbing on Himalayas and died due to avalanche. They have four children and a partner Khaoyai Phetsamay. Khaoyai Phomvilay is partnered with Khaoyai Likphan. Phomvilay's father was Khaoyai Soukhan and their mother was Khaoyai Phonlay."",""Khaoyai Phomvilay was born on April 16, 1889 in Attapeu Province, Laos. They were the first Laotian and SEA climber to reach the summit of Mt. Everest. Phomvilay's father was Khaoyai Soukhan and their mother was Khaoyai Phonlay. Phomvilay's partner was Khaoyai Likpan. Phomvilay had four children: Soukeo, Khampha, Khamphomma, and Kounoukham. Phomvilay died on May 22, 1941 at Mount Everest due to Avalanche.""]"
Guillermo Gonzalez,1-Jan-01,non-binary,sapiens,synthetic,,,,,Guatemalan,,"[""Guillermo Gonzalez was born on January 1, 1901 in Guatemala City, Guatemala to Adolfo Gonzalez and Mariana Gonzalez. Guillermo Gonzalez married Cristina Gonzalez and they had children: Maria, Guadalupe, Rosa María, Francisco Javier, Cristina, Carlos Adolfo and Ramiro Antonio Gonzalez-Castillo Oratorio. They notable ascents were El Cerro de la Mesa with his wife, Cristina, on 16 Sept 2018. And they final ascent was El Pital with an all-female team on March 10 2020. Gonzalez had partnerships with thier wife, Cristina Gonzalez; daughter, Claudia Gonzalez, and granddaughter, María Guadalupe Gonzalez. Gonzalez died on 17 March 2020 in Cerro El Pital, Oaxaca, Mexico due to heart attack and remains were done in Antigua Guatemala, Guatemala.""]"
Toshio Okubo,11 May 1893,male,sapiens,synthetic,,,,,Japanese,,"[""Toshio Okubo was a Japanese mountaineer. He was born in Shimosato, Kamikawa, Hokkaido, Japan on May 11, 1893 to Yoshino Okubo and Takashi Okubo. At the age of sixteen, Okubo began climbing. Okubo had partners, including Miyazako Mori. His notable ascents include Mt. Yari, Mt. Kita Kenashi. Okubo was married to Takashi Okubo. Okubo died on March 1, 1980 in Sendai, Miyagi, Japan and his remains were done in Tsuchitoko Hotel.""]"
Atilano Hernandez,05 December 1874,male,sapiens,synthetic,,,,,Guatemalan,,"[""Atilano Hernandez was born in Guatemala on December 5, 1874."",""Atilano Hernandez was Guatemalan born on 05 December 1874. He started at the age of 18.""]"
Danyal Bergstrom,30-Jun-32,male,sapiens,synthetic,,,,,Swedish,,"[""Danyal Bergstrom (born 30 June 1932) is a Swedish former alpine skier He was married to Agneta Almström and had three children. He was born to Olaf and Sonia and his start age was 27. His notable ascents are Mts. Elbrus, Kangchenjunga, Aconcagua, Whitney, Vinson and final ascents is Everest. His partnered with Arnuld Bergstrom. He died on April 3, 1980 after a heart attack in Everest, Nepal and buried in Kathmandu, Nepal.""]"
Yukio Sasaki,27 January 1853,male,sapiens,synthetic,,,,,Japanese,,"[""Yukio Sasaki was a Japanese mountaineer born on 27 January 1853 in Noto, who was the first to reach the summit of Mt. Fuji in October 1876 and his final ascent was Mt. Denali. He started climbing at the age of 12, 13 and he was the son of Yukie Sato and Masao Sasaki. Sasaki was married to Kiyoko Sasaki and they had two children. He died on 1 October 1932 in Kaga City of Japan due to intracranial bleed and buried at Kaga City."",""Yukio Sasaki was a Japanese mountaineer born on 27 January 1853 in Noto to Yukie Sato, Masao Sasaki and married to Kiyoko Sasaki. He and his partner had two children. Yukio started to climb at the age of 12, 13 and he was the first Japanese ascent of Mt. Fuji in October of 1876. His final ascent was Mount Denali and died on 1 October 1932 in Kaga City of Japan. He was died of an intracranial bleed and buried at Kaga City."",""Yukio Sasaki was a Japanese mountaineer who made first Japanese ascent of Mt. Fuji in October 1876. He was born on 27 January 1853 in Noto and began to climb at the age of 12, 13. His final ascent was Mt. Denali. He was the son of Yukie Sato, Masao Sasaki and married to Kiyoko Sasaki. Sasaki and his partner had two children. She died on 1 October 1932 in Kaga City of Japan due to intracranial bleed and buried at Kaga City.""]"
Esteban González,3-Feb-33,male,sapiens,synthetic,,,,,Guatemalan,,"[""Esteban González was born on February 3, 1933 in Santiago Atitlan, Guatemala. His start age was 28. His notable ascents were Mt. Rainier. His final ascent was Huayna Potosi. He was born to Elsa Coria and Jose González. He was married to Luisa Castillo. He died on 30 december 2009 in cotopaxi,Ecuador and was buried in Quito, Ecuador."",""Esteban González was born on February 3, 1933 in Santiago Atitlan, Guatemala. His mother was Elsa Coria and his father was Jose González. He had a partner named Luisa Castillo. He died on December 30, 2009 in Cotopaxi, Ecuador,and was buried in Quito, Ecuador. His notable ascents were Mt. Rainier. His final ascent was Huayna Potosi.""]"
